status,accident_index,accident_reference,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,car_passenger,casualty_type,casualty_home_area_type,casualty_imd_decile
Unvalidated,2.02E+12,411200881,2,2,2,1,14,3,3,1,9,-1,-1
Unvalidated,2.02E+12,411202248,1,1,1,1,54,8,3,0,1,1,6
Unvalidated,2.02E+12,411203439,2,1,1,1,70,10,3,0,9,1,10
Unvalidated,2.02E+12,411203439,3,2,1,2,35,6,3,0,9,1,5
Unvalidated,2.02E+12,411203480,1,1,1,1,38,7,3,0,98,1,10
Unvalidated,2.02E+12,411203498,1,1,1,2,45,7,3,0,9,1,2
Unvalidated,2.02E+12,411204856,2,1,1,1,55,8,3,0,97,1,7
Unvalidated,2.02E+12,411205700,1,1,1,2,40,7,3,0,9,1,4
Unvalidated,2.02E+12,411208052,1,1,3,2,26,6,3,0,0,1,3
Unvalidated,2.02E+12,411208108,2,1,1,2,59,9,3,0,9,1,3
Unvalidated,2.02E+12,411209896,1,1,3,1,68,10,3,0,0,1,10
Unvalidated,2.02E+12,610022922,1,1,3,1,13,3,2,0,0,1,7
Unvalidated,2.02E+12,610023322,1,1,1,1,19,4,3,0,1,1,3
Unvalidated,2.02E+12,610024022,1,1,3,1,11,3,2,0,0,1,9
Unvalidated,2.02E+12,610024022,1,2,3,2,11,3,2,0,0,1,9
Unvalidated,2.02E+12,610024222,1,1,1,2,45,7,2,1,9,1,3
Unvalidated,2.02E+12,610025122,1,1,2,1,8,2,3,2,9,1,1
Unvalidated,2.02E+12,610025122,1,2,2,1,11,3,3,2,9,1,1
Unvalidated,2.02E+12,610025222,1,1,1,2,-1,-1,3,1,9,1,5
Unvalidated,2.02E+12,610025322,1,1,2,1,5,1,3,0,90,1,3
Unvalidated,2.02E+12,622200020,1,1,1,1,38,7,3,0,9,1,1
Unvalidated,2.02E+12,622200029,2,2,1,1,55,8,3,0,9,1,1
Unvalidated,2.02E+12,622200043,1,1,1,2,44,7,3,0,9,1,7
Unvalidated,2.02E+12,622200070,1,1,1,1,37,7,2,0,9,1,2
Unvalidated,2.02E+12,471138110,1,1,1,1,21,5,3,0,9,1,9
Unvalidated,2.02E+12,471138445,2,1,1,2,12,3,3,0,1,1,8
Unvalidated,2.02E+12,471138941,1,2,1,1,69,10,3,0,98,1,6
Unvalidated,2.02E+12,471138941,2,1,1,2,41,7,3,0,9,1,10
Unvalidated,2.02E+12,471139007,2,1,1,1,59,9,3,0,9,1,3
Unvalidated,2.02E+12,471139035,2,1,1,1,34,6,2,0,1,3,8
Unvalidated,2.02E+12,471139039,2,1,1,2,45,7,3,0,9,3,8
Unvalidated,2.02E+12,471139067,1,1,1,1,43,7,2,0,9,2,6
Unvalidated,2.02E+12,471140243,2,1,1,1,41,7,3,0,19,3,9
Unvalidated,2.02E+12,471140355,1,1,1,1,20,4,3,0,9,3,9
Unvalidated,2.02E+12,471140355,1,2,2,1,18,4,3,1,9,3,7
Unvalidated,2.02E+12,471140403,2,1,1,2,41,7,3,0,9,3,6
Unvalidated,2.02E+12,471140403,2,2,2,2,12,3,3,2,9,3,6
Unvalidated,2.02E+12,471140403,2,3,2,2,9,2,3,2,9,3,6
Unvalidated,2.02E+12,471140449,1,1,3,2,13,3,3,0,0,1,5
Unvalidated,2.02E+12,471140616,2,1,2,2,25,5,2,1,9,1,2
Unvalidated,2.02E+12,471140616,2,3,1,1,34,6,3,0,9,1,2
Unvalidated,2.02E+12,471140616,3,2,1,2,17,4,3,0,9,1,2
Unvalidated,2.02E+12,471141355,2,1,2,2,77,11,3,1,9,2,8
Unvalidated,2.02E+12,471141355,2,2,1,1,74,10,3,0,9,2,8
Unvalidated,2.02E+12,471141836,2,1,1,1,11,3,3,0,1,1,4
Unvalidated,2.02E+12,471141919,1,1,3,2,74,10,2,0,0,1,2
Unvalidated,2.02E+12,471141949,1,1,1,2,52,8,3,0,9,3,10
Unvalidated,2.02E+12,471141964,1,1,2,2,19,4,3,2,9,1,3
Unvalidated,2.02E+12,471141964,1,2,2,2,19,4,3,2,9,1,6
Unvalidated,2.02E+12,471142975,1,1,3,2,49,8,3,0,0,3,6
Unvalidated,2.02E+12,471143429,2,1,2,2,72,10,3,1,9,1,5
Unvalidated,2.02E+12,471143682,2,1,1,2,41,7,3,0,9,1,1
Unvalidated,2.02E+12,471143933,2,1,1,1,58,9,2,0,1,1,4
Unvalidated,2.02E+12,471144164,2,1,1,1,32,6,2,0,1,1,9
Unvalidated,2.02E+12,471144317,1,1,1,1,33,6,3,0,9,1,10
Unvalidated,2.02E+12,471144322,1,1,3,2,73,10,3,0,0,1,10
Unvalidated,2.02E+12,471144966,2,1,2,1,41,7,3,1,9,1,8
Unvalidated,2.02E+12,471144966,2,2,1,1,71,10,3,0,9,1,8
Unvalidated,2.02E+12,471145021,1,1,2,1,71,10,3,0,11,1,7
Unvalidated,2.02E+12,471145021,1,2,2,2,71,10,3,0,11,1,7
Unvalidated,2.02E+12,471145187,2,1,1,1,22,5,3,0,9,1,2
Unvalidated,2.02E+12,471145226,1,1,3,1,73,10,3,0,0,1,7
Unvalidated,2.02E+12,471145281,1,1,3,1,47,8,2,0,0,1,8
Unvalidated,2.02E+12,471145283,1,1,1,1,23,5,2,0,9,3,6
Unvalidated,2.02E+12,471145340,1,1,3,2,52,8,3,0,0,1,7
Unvalidated,2.02E+12,471145468,2,1,1,2,55,8,3,0,9,1,6
Unvalidated,2.02E+12,471145713,1,1,3,1,30,6,3,0,0,1,7
Unvalidated,2.02E+12,471145887,2,1,1,2,38,7,3,0,9,2,4
Unvalidated,2.02E+12,471146221,1,1,3,2,19,4,2,0,0,1,2
Unvalidated,2.02E+12,531182389,1,1,1,1,21,5,2,0,9,1,1
Unvalidated,2.02E+12,531182389,2,2,1,1,32,6,3,0,9,1,5
Unvalidated,2.02E+12,531182389,2,3,2,2,32,6,2,1,9,1,5
Unvalidated,2.02E+12,531182389,2,4,2,2,4,1,2,2,9,1,5
Unvalidated,2.02E+12,531182543,2,1,1,2,39,7,3,0,9,1,9
Unvalidated,2.02E+12,531183290,2,1,1,1,31,6,2,0,9,2,8
Unvalidated,2.02E+12,531188299,2,1,1,1,28,6,3,0,1,1,8
Unvalidated,2.02E+12,531189543,1,2,1,1,28,6,3,0,1,1,9
Unvalidated,2.02E+12,531191410,1,2,2,1,16,4,3,2,9,1,6
Unvalidated,2.02E+12,531192141,2,1,1,1,30,6,3,0,9,1,3
Unvalidated,2.02E+12,531192141,2,2,2,2,11,3,3,1,9,1,3
Unvalidated,2.02E+12,531193064,1,1,3,1,25,5,3,0,0,1,3
Unvalidated,2.02E+12,531194181,2,1,1,2,47,8,3,0,9,1,10
Unvalidated,2.02E+12,540167922,2,1,1,2,65,9,3,0,9,1,7
Unvalidated,2.02E+12,540381922,2,1,1,2,49,8,3,0,9,1,2
Unvalidated,2.02E+12,540387622,1,1,1,2,18,4,3,0,9,3,9
Unvalidated,2.02E+12,540387622,2,2,2,1,69,10,3,1,9,3,9
Unvalidated,2.02E+12,540409022,1,1,1,2,47,8,3,0,19,3,6
Unvalidated,2.02E+12,540409022,2,2,1,2,33,6,3,0,9,1,2
Unvalidated,2.02E+12,540680722,1,1,1,2,29,6,3,0,9,2,6
Unvalidated,2.02E+12,540727222,1,1,3,2,15,3,3,0,0,-1,-1
Unvalidated,2.02E+12,540740522,2,1,1,2,78,11,2,0,9,2,7
Unvalidated,2.02E+12,540878622,1,1,3,2,49,8,2,0,0,1,1
Unvalidated,2.02E+12,540900322,1,1,3,2,50,8,2,0,0,1,8
Unvalidated,2.02E+12,540973622,1,2,1,1,32,6,3,0,9,1,5
Unvalidated,2.02E+12,540973622,2,3,1,2,35,6,3,0,9,2,9
Unvalidated,2.02E+12,540973622,3,1,1,1,30,6,3,0,19,3,8
Unvalidated,2.02E+12,540982722,1,1,3,2,27,6,3,0,0,2,9
Unvalidated,2.02E+12,541028622,1,1,3,2,43,7,3,0,0,1,8
Unvalidated,2.02E+12,541028622,1,2,3,1,38,7,3,0,0,-1,-1
Unvalidated,2.02E+12,541573722,1,1,1,1,20,4,3,0,3,1,-1
Unvalidated,2.02E+12,541745222,1,1,1,1,31,6,3,0,4,1,4
Unvalidated,2.02E+12,541832922,1,1,1,2,20,4,3,0,9,2,10
Unvalidated,2.02E+12,541832922,1,2,2,1,22,5,3,1,9,3,7
Unvalidated,2.02E+12,541900122,2,1,1,1,63,9,3,0,9,1,6
Unvalidated,2.02E+12,541900122,2,2,2,2,57,9,3,1,9,1,6
Unvalidated,2.02E+12,541911922,1,2,2,2,16,4,3,2,9,3,6
Unvalidated,2.02E+12,541911922,1,3,2,2,16,4,3,2,9,2,7
Unvalidated,2.02E+12,541911922,2,1,1,2,50,8,3,0,9,2,8
Unvalidated,2.02E+12,542049022,1,1,1,1,40,7,2,0,9,1,8
Unvalidated,2.02E+12,542049022,2,2,1,2,49,8,3,0,9,1,6
Unvalidated,2.02E+12,542049022,2,3,2,1,11,3,3,1,9,1,8
Unvalidated,2.02E+12,542220022,2,1,3,1,35,6,1,0,0,1,5
Unvalidated,2.02E+12,622200070,1,3,2,1,15,3,3,1,9,1,2
Unvalidated,2.02E+12,622200070,2,2,1,1,61,9,2,0,19,2,4
Unvalidated,2.02E+12,622200080,1,1,3,2,64,9,3,0,0,1,6
Unvalidated,2.02E+12,622200104,1,3,2,2,30,6,3,2,9,1,5
Unvalidated,2.02E+12,622200106,1,1,3,2,14,3,2,0,0,2,2
Unvalidated,2.02E+12,622200111,1,3,2,2,59,9,3,1,9,2,7
Unvalidated,2.02E+12,622200111,2,2,1,1,45,7,3,0,9,2,2
Unvalidated,2.02E+12,622200125,1,1,1,1,24,5,3,0,19,1,3
Unvalidated,2.02E+12,622200125,2,2,1,2,34,6,3,0,9,3,9
Unvalidated,2.02E+12,622200128,2,2,1,1,36,7,3,0,1,1,5
Unvalidated,2.02E+12,622200134,2,2,1,1,60,9,3,0,1,1,6
Unvalidated,2.02E+12,622200136,1,1,1,1,18,4,3,0,9,1,1
Unvalidated,2.02E+12,622200136,1,2,2,1,18,4,3,1,9,1,2
Unvalidated,2.02E+12,622200136,1,3,2,2,18,4,3,2,9,1,1
Unvalidated,2.02E+12,622200136,1,4,2,2,18,4,3,2,9,1,1
Unvalidated,2.02E+12,622200141,2,3,2,2,13,3,3,1,9,1,3
Unvalidated,2.02E+12,622200148,2,2,1,1,57,9,2,0,5,1,7
Unvalidated,2.02E+12,622200152,1,1,3,1,8,2,3,0,0,1,1
Unvalidated,2.02E+12,622200154,1,1,3,1,52,8,3,0,0,1,1
Unvalidated,2.02E+12,622200157,1,1,1,1,22,5,3,0,23,1,2
Unvalidated,2.02E+12,622200160,2,2,1,1,31,6,3,0,9,1,1
Unvalidated,2.02E+12,622200160,2,3,2,2,9,2,3,1,9,1,4
Unvalidated,2.02E+12,622200162,2,2,1,1,48,8,3,0,1,1,2
Unvalidated,2.02E+12,622200170,2,2,1,1,17,4,2,0,3,1,2
Unvalidated,2.02E+12,622200177,2,2,1,2,72,10,3,0,9,3,9
Unvalidated,2.02E+12,622200188,1,1,1,1,42,7,3,0,9,1,2
Unvalidated,2.02E+12,622200193,1,1,1,2,37,7,3,0,9,2,9
Unvalidated,2.02E+12,622200195,2,2,1,1,60,9,3,0,9,1,2
Unvalidated,2.02E+12,622200200,1,1,1,1,29,6,2,0,3,1,1
Unvalidated,2.02E+12,622200202,1,1,3,1,66,10,3,0,0,1,3
Unvalidated,2.02E+12,622200209,1,1,1,1,83,11,2,0,9,1,4
Unvalidated,2.02E+12,622200217,1,1,1,1,58,9,3,0,21,1,2
Unvalidated,2.02E+12,622200219,2,2,1,1,30,6,3,0,1,1,2
Unvalidated,2.02E+12,622200221,1,1,3,2,55,8,3,0,0,1,7
Unvalidated,2.02E+12,622200223,2,2,1,1,39,7,2,0,1,1,1
Unvalidated,2.02E+12,622200233,1,1,1,1,28,6,3,0,9,1,2
Unvalidated,2.02E+12,622200235,1,1,3,1,4,1,3,0,0,1,1
Unvalidated,2.02E+12,622200245,2,2,1,1,33,6,2,0,9,1,1
Unvalidated,2.02E+12,622200257,1,1,3,1,11,3,3,0,0,3,3
Unvalidated,2.02E+12,622200264,2,1,1,1,26,6,2,0,1,1,1
Unvalidated,2.02E+12,622200267,1,1,1,1,20,4,3,0,9,3,10
Unvalidated,2.02E+12,622200267,1,2,2,1,17,4,3,1,9,3,10
Unvalidated,2.02E+12,622200267,1,3,2,2,18,4,3,2,9,3,10
Unvalidated,2.02E+12,622200267,1,4,2,2,19,4,3,2,9,3,10
Unvalidated,2.02E+12,622200270,1,1,1,1,35,6,3,0,9,1,4
Unvalidated,2.02E+12,542232522,1,1,3,1,44,7,3,0,0,1,7
Unvalidated,2.02E+12,542414022,2,1,1,2,49,8,3,0,9,1,3
Unvalidated,2.02E+12,542463722,1,1,3,1,55,8,3,0,0,3,5
Unvalidated,2.02E+12,542542522,1,1,1,1,32,6,3,0,9,1,9
Unvalidated,2.02E+12,542544922,2,1,2,2,66,10,3,2,9,2,10
Unvalidated,2.02E+12,542544922,2,2,2,1,29,6,3,1,9,2,10
Unvalidated,2.02E+12,542553822,1,1,1,1,21,5,3,0,9,1,6
Unvalidated,2.02E+12,542572622,2,1,1,1,65,9,3,0,8,3,7
Unvalidated,2.02E+12,542641722,3,1,1,2,21,5,3,0,9,1,7
Unvalidated,2.02E+12,542681422,1,1,3,2,10,2,3,0,0,3,9
Unvalidated,2.02E+12,542765522,1,1,1,1,38,7,3,0,9,1,10
Unvalidated,2.02E+12,542765522,2,2,1,2,46,8,2,0,9,2,9
Unvalidated,2.02E+12,542804722,2,1,1,1,19,4,3,0,3,1,3
Unvalidated,2.02E+12,542833722,1,1,1,1,19,4,3,0,9,-1,-1
Unvalidated,2.02E+12,542863222,1,1,1,1,73,10,3,0,9,1,3
Unvalidated,2.02E+12,542908522,1,2,1,1,33,6,3,0,9,3,8
Unvalidated,2.02E+12,542908522,2,1,1,1,58,9,2,0,9,1,2
Unvalidated,2.02E+12,543211122,1,1,1,2,15,3,3,0,1,3,4
Unvalidated,2.02E+12,543229722,1,1,1,2,20,4,3,0,9,2,9
Unvalidated,2.02E+12,543345222,1,1,1,1,18,4,3,0,9,1,9
Unvalidated,2.02E+12,543345222,1,2,2,1,22,5,3,1,9,1,10
Unvalidated,2.02E+12,543345222,1,3,2,1,19,4,3,2,9,3,7
Unvalidated,2.02E+12,543422922,2,1,2,1,55,8,3,1,9,2,7
Unvalidated,2.02E+12,543800622,1,1,1,1,48,8,2,0,9,1,1
Unvalidated,2.02E+12,543800622,2,2,1,1,66,10,3,0,10,1,6
Unvalidated,2.02E+12,544163422,2,1,1,1,35,6,3,0,9,3,7
Unvalidated,2.02E+12,544163422,2,3,2,1,2,1,3,2,9,3,7
Unvalidated,2.02E+12,544163422,3,2,1,1,53,8,3,0,9,1,7
Unvalidated,2.02E+12,544163422,3,4,2,2,49,8,3,1,9,1,7
Unvalidated,2.02E+12,544163422,3,5,2,2,25,5,3,2,9,1,7
Unvalidated,2.02E+12,544204022,1,1,1,2,72,10,2,0,9,3,8
Unvalidated,2.02E+12,544204022,1,3,2,1,83,11,2,1,9,3,8
Unvalidated,2.02E+12,544204022,2,2,1,2,38,7,3,0,9,1,6
Unvalidated,2.02E+12,544322522,1,1,1,2,21,5,3,0,2,1,4
Unvalidated,2.02E+12,544392922,1,1,1,1,44,7,3,0,3,3,6
Unvalidated,2.02E+12,552200026,1,1,1,2,65,9,2,0,9,3,7
Unvalidated,2.02E+12,552200066,1,1,1,1,76,11,3,0,9,1,7
Unvalidated,2.02E+12,552200071,1,1,1,1,76,11,3,0,9,1,7
Unvalidated,2.02E+12,552200087,2,1,1,1,31,6,3,0,1,1,9
Unvalidated,2.02E+12,552200110,1,1,1,2,15,3,3,0,1,1,4
Unvalidated,2.02E+12,552200118,1,1,1,2,40,7,3,0,9,-1,-1
Unvalidated,2.02E+12,552200118,2,2,1,1,38,7,3,0,9,-1,-1
Unvalidated,2.02E+12,552200128,2,1,1,1,78,11,2,0,1,2,8
Unvalidated,2.02E+12,552200141,2,1,1,2,63,9,2,0,1,1,5
Unvalidated,2.02E+12,552200143,1,1,2,2,17,4,3,2,9,-1,-1
Unvalidated,2.02E+12,622200289,2,2,1,1,47,8,3,0,5,1,10
Unvalidated,2.02E+12,622200292,2,2,1,2,39,7,3,0,9,1,6
Unvalidated,2.02E+12,622200310,1,1,1,2,27,6,3,0,9,1,4
Unvalidated,2.02E+12,622200310,3,4,2,2,26,6,3,2,8,1,2
Unvalidated,2.02E+12,622200312,2,2,1,1,60,9,3,0,4,1,7
Unvalidated,2.02E+12,622200323,2,2,1,1,29,6,3,0,1,1,4
Unvalidated,2.02E+12,622200325,1,1,3,2,40,7,3,0,0,1,8
Unvalidated,2.02E+12,622200346,1,1,1,1,53,8,2,0,5,2,9
Unvalidated,2.02E+12,622200351,1,1,3,2,4,1,3,0,0,1,1
Unvalidated,2.02E+12,622200371,2,1,1,1,22,5,2,0,4,1,1
Unvalidated,2.02E+12,622200372,2,2,1,1,54,8,3,0,1,1,9
Unvalidated,2.02E+12,622200377,1,1,1,1,54,8,2,0,90,3,4
Unvalidated,2.02E+12,622200380,3,3,1,2,26,6,3,0,9,1,3
Unvalidated,2.02E+12,622200424,1,1,1,1,39,7,3,0,9,1,9
Unvalidated,2.02E+12,622200426,2,2,1,1,34,6,3,0,1,1,1
Unvalidated,2.02E+12,622200428,1,1,1,1,17,4,2,0,9,1,8
Unvalidated,2.02E+12,622200428,1,2,2,2,17,4,2,1,9,1,1
Unvalidated,2.02E+12,622200428,1,3,2,2,19,4,1,2,9,1,1
Unvalidated,2.02E+12,622200428,1,4,2,1,19,4,1,2,9,1,2
Unvalidated,2.02E+12,622200439,1,1,1,1,47,8,3,0,9,1,3
Unvalidated,2.02E+12,622200442,1,2,2,1,19,4,3,1,9,1,2
Unvalidated,2.02E+12,622200442,1,3,2,2,20,4,3,2,9,1,7
Unvalidated,2.02E+12,622200444,1,1,1,2,40,7,3,0,9,2,1
Unvalidated,2.02E+12,622200452,2,2,1,1,45,7,3,0,8,1,4
Unvalidated,2.02E+12,622200458,1,1,1,1,56,9,3,0,19,2,4
Unvalidated,2.02E+12,622200458,2,2,1,2,18,4,3,0,9,1,10
Unvalidated,2.02E+12,622200464,2,2,1,1,53,8,3,0,1,1,3
Unvalidated,2.02E+12,622200465,1,1,1,1,79,11,3,0,9,1,10
Unvalidated,2.02E+12,622200476,2,2,1,1,42,7,3,0,1,1,10
Unvalidated,2.02E+12,622200485,1,1,1,1,21,5,2,0,9,2,5
Unvalidated,2.02E+12,622200485,1,2,2,1,22,5,3,1,9,3,1
Unvalidated,2.02E+12,622200486,1,1,1,1,59,9,3,0,8,1,3
Unvalidated,2.02E+12,622200492,1,1,3,2,11,3,2,0,0,1,1
Unvalidated,2.02E+12,622200494,2,2,1,1,17,4,3,0,1,1,6
Unvalidated,2.02E+12,622200499,2,2,1,2,27,6,3,0,9,2,9
Unvalidated,2.02E+12,622200502,1,1,1,2,22,5,3,0,9,2,2
Unvalidated,2.02E+12,622200521,1,1,1,1,30,6,2,0,4,1,7
Unvalidated,202263A002622,63A002622,1,1,2,2,53,8,3,0,19,1,8
Unvalidated,202263A010222,63A010222,2,1,1,2,25,5,2,0,90,3,3
Unvalidated,202263A015722,63A015722,2,1,1,1,20,4,3,0,3,1,1
Unvalidated,202263A017022,63A017022,2,1,1,1,21,5,2,0,5,1,4
Unvalidated,202263A017722,63A017722,1,1,1,1,73,10,3,0,9,3,7
Unvalidated,202263A017722,63A017722,1,2,2,2,64,9,3,1,9,3,7
Unvalidated,202263A024122,63A024122,2,1,1,1,47,8,3,0,9,3,3
Unvalidated,202263A024122,63A024122,2,2,2,2,43,7,3,1,9,3,3
Unvalidated,2.02E+12,552200151,1,1,3,2,41,7,3,0,0,1,8
Unvalidated,2.02E+12,552200175,2,1,1,1,21,5,3,0,1,1,3
Unvalidated,2.02E+12,552200177,1,1,1,1,32,6,3,0,19,1,5
Unvalidated,2.02E+12,552200179,2,1,3,1,32,6,1,0,0,-1,-1
Unvalidated,2.02E+12,552200221,1,1,1,1,72,10,3,0,9,2,4
Unvalidated,2.02E+12,552200223,2,1,1,1,46,8,3,0,9,3,8
Unvalidated,2.02E+12,552200228,1,1,3,2,26,6,2,0,0,1,2
Unvalidated,2.02E+12,552200234,2,1,1,1,65,9,2,0,1,2,6
Unvalidated,2.02E+12,552200259,1,1,3,2,23,5,3,0,0,3,5
Unvalidated,2.02E+12,552200273,3,1,1,1,63,9,3,0,5,-1,-1
Unvalidated,2.02E+12,552200295,2,1,1,2,28,6,3,0,1,1,9
Unvalidated,2.02E+12,552200303,1,1,1,1,36,7,3,0,9,1,6
Unvalidated,2.02E+12,552200303,2,2,1,1,33,6,3,0,8,1,5
Unvalidated,2.02E+12,552200303,2,3,2,1,28,6,3,2,8,1,9
Unvalidated,2.02E+12,552200305,2,1,1,2,33,6,3,0,9,3,8
Unvalidated,2.02E+12,552200311,2,1,2,1,42,7,3,1,9,1,3
Unvalidated,2.02E+12,552200317,1,1,3,2,42,7,2,0,0,2,6
Unvalidated,2.02E+12,552200318,1,1,1,1,50,8,3,0,19,1,3
Unvalidated,2.02E+12,552200318,2,2,1,2,26,6,3,0,9,2,7
Unvalidated,2.02E+12,552200343,1,1,1,1,19,4,3,0,9,1,3
Unvalidated,2.02E+12,552200345,2,1,2,2,21,5,3,1,9,1,4
Unvalidated,2.02E+12,552200345,2,2,1,2,41,7,3,0,9,1,6
Unvalidated,2.02E+12,552200351,2,1,1,2,59,9,3,0,9,2,7
Unvalidated,2.02E+12,552200360,1,1,3,1,75,10,3,0,0,1,5
Unvalidated,2.02E+12,552200362,2,1,1,1,16,4,3,0,1,1,8
Unvalidated,2.02E+12,552200367,1,1,3,1,69,10,3,0,0,1,10
Unvalidated,2.02E+12,552200369,2,1,1,2,57,9,2,0,1,1,6
Unvalidated,2.02E+12,552200376,1,1,1,1,18,4,3,0,9,1,4
Unvalidated,2.02E+12,552200376,1,2,2,2,18,4,3,1,9,1,8
Unvalidated,2.02E+12,552200378,1,1,2,2,18,4,2,1,9,1,6
Unvalidated,2.02E+12,552200378,1,2,1,1,18,4,3,0,9,1,7
Unvalidated,2.02E+12,552200391,1,1,2,2,15,3,3,2,9,1,4
Unvalidated,2.02E+12,552200419,2,1,2,1,5,1,2,2,9,1,9
Unvalidated,2.02E+12,552200425,2,1,1,1,14,3,3,0,1,1,4
Unvalidated,2.02E+12,552200427,2,1,1,2,48,8,3,0,9,1,1
Unvalidated,2.02E+12,552200438,2,1,1,1,31,6,3,0,1,1,2
Unvalidated,2.02E+12,552200454,1,1,1,1,21,5,1,0,9,-1,-1
Unvalidated,2.02E+12,552200459,1,1,1,2,29,6,3,0,9,1,4
Unvalidated,2.02E+12,552200462,2,1,1,2,17,4,3,0,3,-1,-1
Unvalidated,2.02E+12,552200464,1,2,2,2,23,5,3,1,9,2,7
Unvalidated,2.02E+12,552200464,1,3,1,1,79,11,3,0,9,1,9
Unvalidated,2.02E+12,552200464,2,1,1,2,20,4,3,0,9,3,5
Unvalidated,2.02E+12,552200478,1,4,1,2,41,7,3,0,9,2,6
Unvalidated,2.02E+12,552200478,1,5,2,1,7,2,3,2,9,2,6
Unvalidated,2.02E+12,552200478,1,6,2,1,5,1,3,2,9,2,6
Unvalidated,202263A025022,63A025022,3,1,1,2,27,6,3,0,9,3,4
Unvalidated,202263A025622,63A025622,1,1,2,2,18,4,3,2,9,3,7
Unvalidated,202263A032222,63A032222,1,1,1,1,26,6,3,0,9,1,3
Unvalidated,202263A032222,63A032222,2,2,1,2,57,9,3,0,9,3,8
Unvalidated,202263A033922,63A033922,1,1,3,2,71,10,2,0,0,1,3
Unvalidated,202263A034122,63A034122,2,1,2,2,62,9,3,1,9,3,9
Unvalidated,202263A037322,63A037322,2,1,1,2,20,4,2,0,9,1,4
Unvalidated,202263A038222,63A038222,2,1,1,1,62,9,3,0,9,1,7
Unvalidated,202263A042622,63A042622,1,1,1,2,27,6,3,0,9,1,6
Unvalidated,202263B001922,63B001922,1,1,1,1,43,7,3,0,9,3,6
Unvalidated,202263B007922,63B007922,1,1,1,1,51,8,3,0,5,3,5
Unvalidated,202263B008622,63B008622,1,1,1,1,23,5,2,0,3,3,5
Unvalidated,202263B012822,63B012822,1,1,1,1,30,6,3,0,19,1,2
Unvalidated,202263B014222,63B014222,1,1,1,1,48,8,2,0,9,3,6
Unvalidated,202263B014222,63B014222,1,2,2,2,16,4,3,1,9,3,6
Unvalidated,202263B016522,63B016522,1,1,1,2,77,11,3,0,9,3,5
Unvalidated,202263B022922,63B022922,1,1,1,1,18,4,3,0,9,3,9
Unvalidated,202263B022922,63B022922,1,2,2,1,17,4,3,1,9,3,6
Unvalidated,202263B028422,63B028422,1,1,1,1,50,8,3,0,4,-1,-1
Unvalidated,202263B029622,63B029622,2,1,1,1,56,9,3,0,1,1,3
Unvalidated,202263B045522,63B045522,2,1,1,2,53,8,3,0,9,3,6
Unvalidated,202263BC70222,63BC70222,1,1,1,2,26,6,3,0,9,3,6
Unvalidated,202263BF00222,63BF00222,2,1,3,2,27,6,1,0,0,3,6
Unvalidated,202263C005322,63C005322,2,1,2,2,27,6,3,1,9,1,1
Unvalidated,202263C006822,63C006822,1,1,1,1,53,8,3,0,19,1,5
Unvalidated,202263C008222,63C008222,1,1,1,2,62,9,3,0,9,3,7
Unvalidated,202263C015522,63C015522,1,1,2,2,23,5,3,0,10,1,1
Unvalidated,202263C015522,63C015522,1,2,2,2,44,7,3,0,10,1,1
Unvalidated,202263C015522,63C015522,1,3,2,2,57,9,3,0,10,1,3
Unvalidated,202263C015522,63C015522,1,4,2,1,64,9,3,0,10,2,3
Unvalidated,202263C015522,63C015522,1,5,2,1,20,4,3,0,10,2,1
Unvalidated,202263C015822,63C015822,1,1,1,2,19,4,3,0,9,1,6
Unvalidated,202263C020522,63C020522,2,1,1,1,49,8,3,0,4,1,5
Unvalidated,202263C021422,63C021422,2,1,1,1,58,9,3,0,4,1,3
Unvalidated,202263C021722,63C021722,1,1,1,1,38,7,3,0,9,2,6
Unvalidated,202263C022022,63C022022,3,1,1,2,54,8,3,0,9,3,6
Unvalidated,202263C022422,63C022422,2,1,1,1,26,6,3,0,1,3,4
Unvalidated,202263C027022,63C027022,1,1,1,1,23,5,3,0,9,3,6
Unvalidated,202263C031822,63C031822,2,1,1,2,37,7,3,0,9,3,6
Unvalidated,202263C031822,63C031822,3,2,1,1,55,8,3,0,19,1,4
Unvalidated,202263C033022,63C033022,1,1,1,1,81,11,3,0,9,1,4
Unvalidated,202263C035022,63C035022,2,1,1,1,68,10,3,0,90,3,8
Unvalidated,202263C037522,63C037522,1,1,2,1,20,4,3,1,9,3,5
Unvalidated,202263C039122,63C039122,1,1,2,2,33,6,3,1,9,1,7
Unvalidated,202263C039322,63C039322,1,1,1,1,18,4,3,0,90,1,1
Unvalidated,202263C039722,63C039722,2,1,1,2,56,9,3,0,9,3,8
Unvalidated,202263C040222,63C040222,1,2,1,2,33,6,3,0,9,-1,-1
Unvalidated,202263C043322,63C043322,1,3,1,2,54,8,2,0,9,3,8
Unvalidated,202263C043322,63C043322,2,1,1,1,39,7,3,0,9,3,6
Unvalidated,202263C043322,63C043322,2,2,2,2,37,7,3,1,9,3,6
Unvalidated,202263C044322,63C044322,1,1,3,2,59,9,2,0,0,2,8
Unvalidated,202263C045822,63C045822,1,1,1,2,79,11,3,0,9,3,7
Unvalidated,202263C045922,63C045922,1,1,1,2,33,6,2,0,9,3,6
Unvalidated,202263C045922,63C045922,2,2,1,1,38,7,3,0,9,3,6
